candidate_id,rank,score,reasoning
CAND_0000031,1,0.4328938808206922,Strong semantic match (Score: 43.3) with 6.0 years of experience. Exceptional open-source presence (GitHub score: 32.6). Highly responsive to recruiter outreach. Actively looking for new opportunities. Strong academic pedigree. High recruiter demand in the last 30 days.
CAND_0000184,2,0.427812280598467,Strong semantic match (Score: 42.8) with 4.9 years of experience. Available to join almost immediately. Exceptional open-source presence (GitHub score: 17.8). Scored exceptionally on platform assessments (68.22/100). Graduate of a top-tier institution. High recruiter demand in the last 30 days.
CAND_0000317,3,0.4033661350035668,Strong semantic match (Score: 40.3) with 3.1 years of experience. Available to join almost immediately. Actively looking for new opportunities. Graduate of a top-tier institution. Has relevant certifications.
CAND_0000273,4,0.38115457368250205,Strong semantic match (Score: 38.1) with 5.8 years of experience. Exceptional open-source presence (GitHub score: 29.2). Actively looking for new opportunities. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000249,5,0.3567990571221402,Strong semantic match (Score: 35.7) with 9.1 years of experience. Available to join almost immediately.
CAND_0000165,6,0.34459518103528214,Strong semantic match (Score: 34.5) with 6.8 years of experience. Exceptional open-source presence (GitHub score: 61.5). Actively looking for new opportunities. Scored exceptionally on platform assessments (77.88/100). Graduate of a top-tier institution. Has relevant certifications. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000422,7,0.32865115008174633,Strong semantic match (Score: 32.9) with 6.3 years of experience. Highly responsive to recruiter outreach. Actively looking for new opportunities. Scored exceptionally on platform assessments (76.9/100). Has relevant certifications. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000075,8,0.3013556566637646,Strong semantic match (Score: 30.1) with 5.2 years of experience. Available to join almost immediately. Exceptional open-source presence (GitHub score: 27.8). Scored exceptionally on platform assessments (74.0/100). Strong academic pedigree.
CAND_0000426,9,0.29627865424569705,Strong semantic match (Score: 29.6) with 5.9 years of experience. Available to join almost immediately. Graduate of a top-tier institution. Has relevant certifications. High recruiter demand in the last 30 days.
CAND_0000001,10,0.2925418454819496,Strong semantic match (Score: 29.3) with 6.9 years of experience. Actively looking for new opportunities.
CAND_0000331,11,0.2925031882204276,Strong semantic match (Score: 29.3) with 5.5 years of experience. Available to join almost immediately. Exceptional open-source presence (GitHub score: 59.1). High recruiter demand in the last 30 days.
CAND_0000023,12,0.2919155444475617,Strong semantic match (Score: 29.2) with 3.7 years of experience. Available to join almost immediately. Exceptional open-source presence (GitHub score: 48.5). Strong academic pedigree. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000112,13,0.26453053996215414,Strong semantic match (Score: 26.5) with 3.8 years of experience. Exceptional open-source presence (GitHub score: 79.4). Graduate of a top-tier institution. Reliable interview attendance record.
CAND_0000010,14,0.26101270292346684,Strong semantic match (Score: 26.1) with 4.6 years of experience. Exceptional open-source presence (GitHub score: 33.7). Scored exceptionally on platform assessments (68.47/100).
CAND_0000288,15,0.25856232128358697,Strong semantic match (Score: 25.9) with 2.7 years of experience. Available to join almost immediately.
CAND_0000395,16,0.25394997227002386,Strong semantic match (Score: 25.4) with 3.8 years of experience. Exceptional open-source presence (GitHub score: 45.9). Has relevant certifications. Reliable interview attendance record.
CAND_0000099,17,0.25147893800318866,Strong semantic match (Score: 25.1) with 2.6 years of experience. Highly responsive to recruiter outreach. Actively looking for new opportunities. Has relevant certifications.
CAND_0000227,18,0.24809505040764857,Strong semantic match (Score: 24.8) with 7.6 years of experience. Exceptional open-source presence (GitHub score: 44.8). Graduate of a top-tier institution. Has relevant certifications. Reliable interview attendance record.
CAND_0000014,19,0.24588368111674128,Strong semantic match (Score: 24.6) with 8.4 years of experience. Highly responsive to recruiter outreach. Scored exceptionally on platform assessments (77.6/100).
CAND_0000055,20,0.24406677315419847,Strong semantic match (Score: 24.4) with 7.3 years of experience. Exceptional open-source presence (GitHub score: 17.3). Has relevant certifications. High recruiter demand in the last 30 days.
CAND_0000072,21,0.2421979232424047,Strong semantic match (Score: 24.2) with 7.0 years of experience. Available to join almost immediately. Exceptional open-source presence (GitHub score: 19.8). Strong academic pedigree. Has relevant certifications. Reliable interview attendance record.
CAND_0000307,22,0.2333755067947064,Strong semantic match (Score: 23.3) with 6.8 years of experience. Highly responsive to recruiter outreach. Has relevant certifications.
CAND_0000190,23,0.23219857367279167,Strong semantic match (Score: 23.2) with 3.7 years of experience. Highly responsive to recruiter outreach. Scored exceptionally on platform assessments (72.2/100). Strong academic pedigree.
CAND_0000116,24,0.2276207379143224,Strong semantic match (Score: 22.8) with 7.3 years of experience. Actively looking for new opportunities.
CAND_0000489,25,0.22568461767548573,Strong semantic match (Score: 22.6) with 3.9 years of experience. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000200,26,0.22237696666829132,Strong semantic match (Score: 22.2) with 4.3 years of experience. Actively looking for new opportunities. Has relevant certifications. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000260,27,0.22022369062416502,Strong semantic match (Score: 22.0) with 3.8 years of experience. Graduate of a top-tier institution. Reliable interview attendance record.
CAND_0000418,28,0.21827963789925509,Strong semantic match (Score: 21.8) with 9.0 years of experience. Exceptional open-source presence (GitHub score: 42.3). Strong academic pedigree.
CAND_0000390,29,0.21350588313821325,Strong semantic match (Score: 21.4) with 6.6 years of experience. Actively looking for new opportunities. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000454,30,0.21035411917520394,Strong semantic match (Score: 21.0) with 5.8 years of experience. Strong academic pedigree. High recruiter demand in the last 30 days.
CAND_0000088,31,0.20055329486986476,Strong semantic match (Score: 20.1) with 7.6 years of experience. Available to join almost immediately.
CAND_0000452,32,0.19762248823004946,Strong semantic match (Score: 19.8) with 2.9 years of experience. Exceptional open-source presence (GitHub score: 62.1). Scored exceptionally on platform assessments (71.6/100). Reliable interview attendance record.
CAND_0000229,33,0.19524752402078885,Strong semantic match (Score: 19.5) with 2.2 years of experience.
CAND_0000354,34,0.19449789279176985,Strong semantic match (Score: 19.4) with 6.3 years of experience. Exceptional open-source presence (GitHub score: 51.6). Actively looking for new opportunities. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000223,35,0.19368505472783165,Strong semantic match (Score: 19.4) with 6.1 years of experience. Available to join almost immediately. Highly responsive to recruiter outreach. Actively looking for new opportunities. Strong academic pedigree.
CAND_0000060,36,0.1927114473049873,Strong semantic match (Score: 19.3) with 8.0 years of experience. Actively looking for new opportunities. Strong academic pedigree.
CAND_0000110,37,0.19083348007795572,Strong semantic match (Score: 19.1) with 9.8 years of experience. Exceptional open-source presence (GitHub score: 64.0). Actively looking for new opportunities. Reliable interview attendance record.
CAND_0000091,38,0.18957281490515143,Strong semantic match (Score: 19.0) with 3.6 years of experience. Exceptional open-source presence (GitHub score: 55.2).
CAND_0000292,39,0.18953661200919023,Strong semantic match (Score: 19.0) with 2.0 years of experience. Actively looking for new opportunities. High recruiter demand in the last 30 days.
CAND_0000280,40,0.18842469892079636,Strong semantic match (Score: 18.8) with 8.2 years of experience. Scored exceptionally on platform assessments (67.35/100). Reliable interview attendance record.
CAND_0000210,41,0.18696204869096988,Strong semantic match (Score: 18.7) with 6.3 years of experience. Exceptional open-source presence (GitHub score: 61.8).
CAND_0000025,42,0.18656343134808617,Strong semantic match (Score: 18.7) with 7.3 years of experience. Actively looking for new opportunities. Has relevant certifications.
CAND_0000440,43,0.18531806296889353,Strong semantic match (Score: 18.5) with 7.5 years of experience. Strong academic pedigree. Has relevant certifications. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000333,44,0.1851327757030648,Strong semantic match (Score: 18.5) with 7.4 years of experience. Highly responsive to recruiter outreach.
CAND_0000063,45,0.1829712679417497,Strong semantic match (Score: 18.3) with 5.4 years of experience. Exceptional open-source presence (GitHub score: 61.4). Highly responsive to recruiter outreach. Actively looking for new opportunities. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000352,46,0.18151137140666485,Strong semantic match (Score: 18.2) with 4.7 years of experience. Actively looking for new opportunities. Scored exceptionally on platform assessments (73.5/100). Reliable interview attendance record.
CAND_0000131,47,0.18040191207578726,Strong semantic match (Score: 18.0) with 4.8 years of experience. Actively looking for new opportunities. High recruiter demand in the last 30 days.
CAND_0000313,48,0.17548056295278583,Strong semantic match (Score: 17.5) with 7.0 years of experience. Scored exceptionally on platform assessments (71.7/100). High recruiter demand in the last 30 days.
CAND_0000185,49,0.17152755919317927,Strong semantic match (Score: 17.2) with 6.1 years of experience. Exceptional open-source presence (GitHub score: 54.1). Reliable interview attendance record.
CAND_0000487,50,0.17040276597449022,Strong semantic match (Score: 17.0) with 2.7 years of experience. Available to join almost immediately. Actively looking for new opportunities. Has relevant certifications. High recruiter demand in the last 30 days.
CAND_0000048,51,0.16828182521136614,Strong semantic match (Score: 16.8) with 9.7 years of experience. Actively looking for new opportunities. Strong academic pedigree. Has relevant certifications.
CAND_0000108,52,0.1603858539417159,Strong semantic match (Score: 16.0) with 3.6 years of experience. Exceptional open-source presence (GitHub score: 25.6). Highly responsive to recruiter outreach. High recruiter demand in the last 30 days.
CAND_0000343,53,0.16012927641508967,Strong semantic match (Score: 16.0) with 6.4 years of experience. Exceptional open-source presence (GitHub score: 46.3). Actively looking for new opportunities. Has relevant certifications. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000372,54,0.15829455032026396,Strong semantic match (Score: 15.8) with 1.4 years of experience. Exceptional open-source presence (GitHub score: 53.9). Highly responsive to recruiter outreach.
CAND_0000096,55,0.15653386359090424,Strong semantic match (Score: 15.7) with 3.2 years of experience. Strong academic pedigree. Has relevant certifications. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000285,56,0.15471228436147944,Strong semantic match (Score: 15.5) with 3.5 years of experience. Exceptional open-source presence (GitHub score: 50.1). Actively looking for new opportunities. High recruiter demand in the last 30 days.
CAND_0000015,57,0.15037474429739792,Strong semantic match (Score: 15.0) with 5.4 years of experience. Actively looking for new opportunities.
CAND_0000082,58,0.14511037054886552,Strong semantic match (Score: 14.5) with 7.4 years of experience. Highly responsive to recruiter outreach. Actively looking for new opportunities. Has relevant certifications. Reliable interview attendance record.
CAND_0000345,59,0.14454164109996084,Strong semantic match (Score: 14.5) with 4.3 years of experience. Exceptional open-source presence (GitHub score: 42.4). Actively looking for new opportunities. Strong academic pedigree. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000360,60,0.14443269800798003,Strong semantic match (Score: 14.4) with 8.6 years of experience. Actively looking for new opportunities. Has relevant certifications.
CAND_0000160,61,0.14179963722811795,Strong semantic match (Score: 14.2) with 7.0 years of experience. Actively looking for new opportunities. Graduate of a top-tier institution.
CAND_0000158,62,0.1382651070722497,Strong semantic match (Score: 13.8) with 4.4 years of experience. Exceptional open-source presence (GitHub score: 37.3). Scored exceptionally on platform assessments (76.0/100). Strong academic pedigree.
CAND_0000458,63,0.13724485659269745,Strong semantic match (Score: 13.7) with 8.0 years of experience. Highly responsive to recruiter outreach. Actively looking for new opportunities. Strong academic pedigree. High recruiter demand in the last 30 days.
CAND_0000255,64,0.1350120336729384,Strong semantic match (Score: 13.5) with 8.0 years of experience. Actively looking for new opportunities. Reliable interview attendance record.
CAND_0000067,65,0.1348686318700706,Strong semantic match (Score: 13.5) with 3.9 years of experience. Strong academic pedigree. Reliable interview attendance record.
CAND_0000275,66,0.13182037282905895,Strong semantic match (Score: 13.2) with 7.8 years of experience.
CAND_0000482,67,0.13056775343663113,Strong semantic match (Score: 13.1) with 4.3 years of experience. Graduate of a top-tier institution.
CAND_0000213,68,0.12968765412174715,Strong semantic match (Score: 13.0) with 3.0 years of experience.
CAND_0000298,69,0.1288561157191739,Strong semantic match (Score: 12.9) with 5.3 years of experience. Strong academic pedigree.
CAND_0000130,70,0.12832363489669546,Strong semantic match (Score: 12.8) with 8.6 years of experience. Highly responsive to recruiter outreach.
CAND_0000466,71,0.1280132404202437,Strong semantic match (Score: 12.8) with 8.8 years of experience. Exceptional open-source presence (GitHub score: 36.3). Actively looking for new opportunities. Reliable interview attendance record.
CAND_0000155,72,0.12731859341901122,Strong semantic match (Score: 12.7) with 3.2 years of experience. Exceptional open-source presence (GitHub score: 44.0). Strong academic pedigree. Reliable interview attendance record.
CAND_0000406,73,0.1260310977966884,Strong semantic match (Score: 12.6) with 1.9 years of experience. Has relevant certifications. High recruiter demand in the last 30 days.
CAND_0000038,74,0.12595947142700656,Strong semantic match (Score: 12.6) with 6.7 years of experience. Exceptional open-source presence (GitHub score: 37.8). Actively looking for new opportunities. High recruiter demand in the last 30 days.
CAND_0000104,75,0.12503257301372128,Strong semantic match (Score: 12.5) with 8.1 years of experience. Highly responsive to recruiter outreach. Graduate of a top-tier institution. High recruiter demand in the last 30 days.
CAND_0000445,76,0.12258007680772968,Strong semantic match (Score: 12.3) with 9.5 years of experience. Exceptional open-source presence (GitHub score: 16.6). Highly responsive to recruiter outreach. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000198,77,0.12246246608943323,Strong semantic match (Score: 12.2) with 6.3 years of experience. Actively looking for new opportunities. Scored exceptionally on platform assessments (75.5/100). Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000370,78,0.12148720719853676,Strong semantic match (Score: 12.1) with 5.9 years of experience. Actively looking for new opportunities. Graduate of a top-tier institution. Has relevant certifications.
CAND_0000182,79,0.12030466335386665,Strong semantic match (Score: 12.0) with 5.5 years of experience. Has relevant certifications.
CAND_0000408,80,0.12013358276317883,Strong semantic match (Score: 12.0) with 3.2 years of experience. Exceptional open-source presence (GitHub score: 26.2). High recruiter demand in the last 30 days.
CAND_0000295,81,0.11980943271555601,Strong semantic match (Score: 12.0) with 7.8 years of experience. Actively looking for new opportunities.
CAND_0000417,82,0.11956821672060307,Strong semantic match (Score: 12.0) with 7.8 years of experience. Highly responsive to recruiter outreach. Actively looking for new opportunities. Strong academic pedigree. Has relevant certifications.
CAND_0000442,83,0.11941151454142186,Strong semantic match (Score: 11.9) with 3.1 years of experience. Exceptional open-source presence (GitHub score: 52.1). Actively looking for new opportunities. Strong academic pedigree.
CAND_0000035,84,0.11940793561469801,Strong semantic match (Score: 11.9) with 4.3 years of experience. Has relevant certifications.
CAND_0000243,85,0.11851382094866673,Strong semantic match (Score: 11.9) with 5.7 years of experience. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000397,86,0.11747855078866154,Strong semantic match (Score: 11.7) with 9.9 years of experience.
CAND_0000134,87,0.11168337037906977,Strong semantic match (Score: 11.2) with 8.6 years of experience. Highly responsive to recruiter outreach. Actively looking for new opportunities.
CAND_0000302,88,0.11151585067100817,Strong semantic match (Score: 11.2) with 7.4 years of experience. Actively looking for new opportunities. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000054,89,0.11004782891065137,Strong semantic match (Score: 11.0) with 4.9 years of experience. Actively looking for new opportunities. High recruiter demand in the last 30 days.
CAND_0000263,90,0.10959373048646022,Strong semantic match (Score: 11.0) with 5.4 years of experience. Exceptional open-source presence (GitHub score: 51.4). Strong academic pedigree. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000348,91,0.10948581689351032,Strong semantic match (Score: 10.9) with 7.1 years of experience. Exceptional open-source presence (GitHub score: 38.8). Has relevant certifications. High recruiter demand in the last 30 days.
CAND_0000461,92,0.10811366317887211,Strong semantic match (Score: 10.8) with 6.7 years of experience. Actively looking for new opportunities. High recruiter demand in the last 30 days.
CAND_0000472,93,0.10764187949526274,Strong semantic match (Score: 10.8) with 2.9 years of experience. Exceptional open-source presence (GitHub score: 11.2). Has relevant certifications.
CAND_0000202,94,0.1071652000995078,Strong semantic match (Score: 10.7) with 2.7 years of experience. Actively looking for new opportunities. Has relevant certifications. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000159,95,0.10698453110243249,Strong semantic match (Score: 10.7) with 4.4 years of experience. Exceptional open-source presence (GitHub score: 42.7). Actively looking for new opportunities. Strong academic pedigree. High recruiter demand in the last 30 days.
CAND_0000262,96,0.09784704685465294,Strong semantic match (Score: 9.8) with 4.9 years of experience. Exceptional open-source presence (GitHub score: 27.2). Has relevant certifications. High recruiter demand in the last 30 days.
CAND_0000127,97,0.09690978023933215,Strong semantic match (Score: 9.7) with 6.7 years of experience. High recruiter demand in the last 30 days.
CAND_0000386,98,0.0966286680318229,Strong semantic match (Score: 9.7) with 9.6 years of experience. Actively looking for new opportunities. Has relevant certifications. Reliable interview attendance record.
CAND_0000187,99,0.09433862730397133,Strong semantic match (Score: 9.4) with 6.6 years of experience. Actively looking for new opportunities.
CAND_0000043,100,0.09393476167727824,Strong semantic match (Score: 9.4) with 8.3 years of experience.
CAND_0000061,101,0.09178923202780406,Strong semantic match (Score: 9.2) with 7.7 years of experience.
CAND_0000051,102,0.09041361879573102,Strong semantic match (Score: 9.0) with 6.2 years of experience. Actively looking for new opportunities. Reliable interview attendance record.
CAND_0000128,103,0.08951263754776859,Strong semantic match (Score: 9.0) with 8.5 years of experience. Actively looking for new opportunities. Reliable interview attendance record.
CAND_0000469,104,0.08944592547930011,Strong semantic match (Score: 8.9) with 1.9 years of experience.
CAND_0000494,105,0.08694389354830989,Strong semantic match (Score: 8.7) with 3.4 years of experience. Exceptional open-source presence (GitHub score: 40.0). Highly responsive to recruiter outreach. High recruiter demand in the last 30 days.
CAND_0000071,106,0.08483709619865056,Strong semantic match (Score: 8.5) with 1.8 years of experience. Exceptional open-source presence (GitHub score: 53.3).
CAND_0000152,107,0.08480512772718812,Strong semantic match (Score: 8.5) with 4.0 years of experience. Scored exceptionally on platform assessments (70.6/100). Has relevant certifications.
CAND_0000077,108,0.08244472588025839,Strong semantic match (Score: 8.2) with 8.7 years of experience. Scored exceptionally on platform assessments (69.8/100).
CAND_0000018,109,0.08091869133906109,Strong semantic match (Score: 8.1) with 6.6 years of experience.
CAND_0000364,110,0.07961238689210591,Strong semantic match (Score: 8.0) with 8.6 years of experience. High recruiter demand in the last 30 days.
CAND_0000404,111,0.079266357123201,Strong semantic match (Score: 7.9) with 8.2 years of experience. High recruiter demand in the last 30 days.
CAND_0000254,112,0.07696145068822195,Strong semantic match (Score: 7.7) with 5.7 years of experience.
CAND_0000206,113,0.0755059065398558,Strong semantic match (Score: 7.6) with 9.2 years of experience. Has relevant certifications. Reliable interview attendance record.
CAND_0000044,114,0.07517684463610991,Strong semantic match (Score: 7.5) with 5.7 years of experience. High recruiter demand in the last 30 days.
CAND_0000032,115,0.07468336545436192,Strong semantic match (Score: 7.5) with 8.1 years of experience. Reliable interview attendance record.
CAND_0000238,116,0.06425163772096149,Strong semantic match (Score: 6.4) with 7.6 years of experience. High recruiter demand in the last 30 days.
CAND_0000228,117,0.06361662832459311,Strong semantic match (Score: 6.4) with 4.0 years of experience. Actively looking for new opportunities. Reliable interview attendance record.
CAND_0000117,118,0.06176253059055328,Strong semantic match (Score: 6.2) with 7.9 years of experience. Exceptional open-source presence (GitHub score: 50.3). Strong academic pedigree. High recruiter demand in the last 30 days.
CAND_0000119,119,0.0,Strong semantic match (Score: 0.0) with 10.1 years of experience.
CAND_0000311,120,0.0,Strong semantic match (Score: 0.0) with 6.2 years of experience. Exceptional open-source presence (GitHub score: 24.3).
CAND_0000062,121,0.0,Strong semantic match (Score: 0.0) with 4.3 years of experience. Exceptional open-source presence (GitHub score: 45.9). Actively looking for new opportunities. Scored exceptionally on platform assessments (73.2/100). Reliable interview attendance record.
CAND_0000133,122,0.0,Strong semantic match (Score: 0.0) with 11.7 years of experience. Has relevant certifications.
CAND_0000447,123,0.0,Strong semantic match (Score: 0.0) with 7.2 years of experience.
CAND_0000205,124,0.0,Strong semantic match (Score: 0.0) with 4.8 years of experience. Available to join almost immediately.
CAND_0000064,125,0.0,Strong semantic match (Score: 0.0) with 4.5 years of experience. Strong academic pedigree. Has relevant certifications. Reliable interview attendance record.
CAND_0000138,126,0.0,Strong semantic match (Score: 0.0) with 8.3 years of experience.
CAND_0000027,127,0.0,Strong semantic match (Score: 0.0) with 3.9 years of experience. Exceptional open-source presence (GitHub score: 38.6). Actively looking for new opportunities. Graduate of a top-tier institution.
CAND_0000256,128,0.0,Strong semantic match (Score: 0.0) with 2.3 years of experience.
CAND_0000415,129,0.0,Strong semantic match (Score: 0.0) with 9.7 years of experience. Exceptional open-source presence (GitHub score: 17.0). Actively looking for new opportunities. Reliable interview attendance record. High recruiter demand in the last 30 days.
CAND_0000379,130,0.0,Strong semantic match (Score: 0.0) with 1.9 years of experience. Actively looking for new opportunities.
CAND_0000090,131,0.0,Strong semantic match (Score: 0.0) with 1.7 years of experience. Scored exceptionally on platform assessments (68.6/100).
CAND_0000196,132,0.0,Strong semantic match (Score: 0.0) with 4.2 years of experience. Strong academic pedigree. High recruiter demand in the last 30 days.
CAND_0000089,133,0.0,Strong semantic match (Score: 0.0) with 1.1 years of experience.
CAND_0000463,134,0.0,Strong semantic match (Score: 0.0) with 2.2 years of experience. Actively looking for new opportunities.
CAND_0000239,135,0.0,Strong semantic match (Score: 0.0) with 4.4 years of experience.
CAND_0000490,136,0.0,Strong semantic match (Score: 0.0) with 2.6 years of experience. Exceptional open-source presence (GitHub score: 16.8).
CAND_0000284,137,0.0,Strong semantic match (Score: 0.0) with 2.4 years of experience. Exceptional open-source presence (GitHub score: 15.6). Actively looking for new opportunities. Strong academic pedigree.
